,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Is hit
917,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,75,The Beautiful & Damned,G-Eazy,81,2017-12-15,268866,0.0534,0.589,0.731,0.0,0.308,-6.343,0.0868,87.908,4,1
918,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,71,The Beautiful & Damned,G-Eazy,81,2017-12-15,245386,0.0117,0.838,0.771,0.0,0.0853,-3.791,0.244,175.957,4,1
919,Walk On Water (feat. Beyoncé),5PIBgH1cUFwu5IiUk9tnN9,0,Revival,Eminem,95,2017-12-15,303640,0.796,0.468,0.444,0.0,0.619,-10.217,0.291,76.019,3,1
920,Believe,2XDhuJvvx2wcIROXbfTTYr,0,Revival,Eminem,95,2017-12-15,315346,0.166,0.886,0.488,0.0,0.343,-5.628,0.184,130.064,4,1
921,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),6u0EAxf1OJTLS7CvInuNd7,64,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Various Artists,0,2017-12-18,201532,0.0227,0.876,0.55,4.52e-05,0.294,-5.464,0.152,129.924,4,1
922,Like Home (feat. Alicia Keys),2rozzUGTRWqhTa2NzJAl8I,0,Revival,Eminem,95,2017-12-15,245466,0.258,0.778,0.783,0.0,0.231,-4.534,0.239,109.911,4,1
923,Remind Me,0OMt4Qyetdbw2eUEvKBdHH,0,Revival,Eminem,95,2017-12-15,225173,0.125,0.764,0.867,0.0,0.717,-3.856,0.296,93.969,4,1
924,Bad Husband (feat. X Ambassadors),5p9ufaI7TwrlXtmiKCz3q3,0,Revival,Eminem,95,2017-12-15,287893,0.083,0.51,0.72,0.0,0.118,-5.157,0.317,94.289,3,1
925,More Than You Know,71bBFbfn2OBK5QwUJSLS44,1,More Than You Know,Axwell /\ Ingrosso,70,2017-07-28,203000,0.0274,0.642,0.733,0.0,0.266,-5.001,0.0343,123.075,4,1
926,Untouchable,4g2j0YZdGB8x5vQjXmJsKN,0,Revival,Eminem,95,2017-12-15,370133,0.0781,0.546,0.89,0.0,0.146,-3.38,0.513,177.612,4,1
927,Jingle Bell Rock,1cImYkHOQMFE7AZC9aOk4y,0,Rockin' Little Christmas,Various Artists,0,1986-01-01,129893,0.614,0.741,0.34,0.0,0.0955,-13.421,0.0446,119.606,4,1
928,Tragic Endings (feat. Skylar Grey),107CfwBqfICzcKur8k7UCA,0,Revival,Eminem,95,2017-12-15,252026,0.429,0.634,0.771,0.0,0.689,-4.957,0.295,80.971,4,1
929,Chloraseptic (feat. Phresher),2MdMjF20umbTe4y2FgdnG8,0,Revival,Eminem,95,2017-12-15,301146,0.0396,0.894,0.749,0.0,0.272,-6.415,0.274,132.06,4,1
930,Nowhere Fast (feat. Kehlani),6Ww0J5EFjiPxkgZpEkRQVN,0,Revival,Eminem,95,2017-12-15,264173,0.261,0.708,0.729,0.0,0.0692,-4.621,0.188,79.024,4,1
931,Sober,3qk4wRMDlaeagZGjSYbsOV,57,The Beautiful & Damned,G-Eazy,81,2017-12-15,203960,0.263,0.558,0.766,0.0,0.32,-5.953,0.231,96.281,4,1
932,Framed,05CgKydlFJALNy4JTHeMgs,0,Revival,Eminem,95,2017-12-15,252960,0.0113,0.744,0.821,0.0,0.259,-3.009,0.161,145.982,4,1
933,Revival (Interlude),3PAwprj5tcrX8vV9BbBL9X,24,Revival,Eminem,95,2017-12-14,51826,0.857,0.613,0.288,0.0,0.217,-9.803,0.0294,99.917,4,1
934,In Your Head,72i5s3SBDEkaRUOgUTlkfO,0,Revival,Eminem,95,2017-12-15,182640,0.00194,0.618,0.792,0.0,0.379,-5.267,0.284,82.723,4,1
935,Offended,3IkACj2ZEsmDLzhQNBW2XH,0,Revival,Eminem,95,2017-12-15,320920,0.573,0.656,0.871,0.0,0.846,-4.604,0.366,140.322,4,1
936,Need Me (feat. Pink),4hGZxsGcFnuCJXn25EWj5j,0,Revival,Eminem,95,2017-12-15,265466,0.00501,0.697,0.664,0.0,0.304,-7.148,0.0626,104.979,3,1
937,Castle,6P2ffRHZZ8CdH3GfWq71Ci,0,Revival,Eminem,95,2017-12-15,254760,0.0228,0.657,0.826,0.000554,0.0967,-4.544,0.293,85.064,4,1
938,Heat,7oDTApxHeWzTQOR7GPPxw4,0,Revival,Eminem,95,2017-12-15,250000,0.163,0.835,0.864,0.0,0.305,-5.361,0.272,99.043,4,1
939,Bum Bum Tam Tam,4zWO4gvuFtw6EJZC5FFGlr,0,Bum Bum Tam Tam,MC Fioti,61,2017-12-15,213988,0.346,0.896,0.673,1.28e-05,0.206,-3.872,0.139,131.99,4,1
940,Arose,0chdEzeIcgfNYbWJBpgvzR,0,Revival,Eminem,95,2017-12-15,274626,0.182,0.612,0.904,0.0,0.17,-6.076,0.429,75.801,4,1
941,Issues,7vu0JkJh0ldukEYbTVcqd0,74,Nervous System,Julia Michaels,80,2017-07-28,176320,0.401,0.728,0.415,0.0,0.0616,-6.852,0.0639,114.145,4,1
942,Perfect Symphony (Ed Sheeran & Andrea Bocelli),3zl7j5ua8mF4JDYuxrfo01,66,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,96,2017-12-15,265363,0.586,0.544,0.417,0.0,0.085,-4.387,0.0247,95.156,3,1
943,My Only Wish (This Year),7aiVBCp1ibIWE5GeHkbtxr,10,Platinum Christmas,Various Artists,0,2000-11-07,255733,0.171,0.665,0.844,0.0,0.225,-3.777,0.0273,147.073,4,1
944,White Christmas (with Shania Twain),2gbCG4Rt9984UZ7Tc0dIFd,32,Christmas,Michael Bublé,78,2011-10-14,216626,0.469,0.628,0.484,1.23e-05,0.126,-7.588,0.0319,63.476,4,1
945,Bartier Cardi (feat. 21 Savage),75FDPwaULRdYDn4StFN2rT,50,Bartier Cardi (feat. 21 Savage),Cardi B,86,2017-12-22,224613,0.000704,0.909,0.546,0.000823,0.36,-7.513,0.175,138.043,4,1
946,Step Into Christmas,3YQUpKTmtgPJf8u6ooi9KA,0,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),Elton John,88,1973-10-05,272393,0.112,0.532,0.926,9.84e-06,0.318,-5.536,0.0357,140.137,4,1
947,Modern Slavery,7J6bnDDitOwfelaJNixHhL,57,"Huncho Jack, Jack Huncho",Huncho Jack,64,2017-12-21,148559,0.00186,0.765,0.733,0.0,0.297,-3.509,0.165,133.966,4,1
948,Dubai Shit,6urLjX35oXXRYtcH1b3dCh,61,"Huncho Jack, Jack Huncho",Huncho Jack,64,2017-12-21,228431,0.0674,0.774,0.529,0.0,0.0814,-4.479,0.0532,138.072,4,1
949,Black & Chinese,628Ueb4sRiXApObhcU9iPU,60,"Huncho Jack, Jack Huncho",Huncho Jack,64,2017-12-21,172016,0.00389,0.668,0.844,0.00879,0.119,-4.151,0.0956,159.108,4,1
950,Underneath the Tree,3nAp4IvdMPPWEH9uuXFFV5,52,Wrapped In Red,Kelly Clarkson,77,2013-10-25,229640,0.0013,0.509,0.812,1.99e-05,0.214,-5.438,0.0537,159.876,4,1
951,Saint,7foypmc7KZyU716Yv63BPe,62,"Huncho Jack, Jack Huncho",Huncho Jack,64,2017-12-21,140792,0.009,0.866,0.648,0.0,0.0967,-3.675,0.0543,150.058,4,1
952,Eye 2 Eye,4vwfOiyWxXeEdx4ejAJgdx,54,"Huncho Jack, Jack Huncho",Huncho Jack,64,2017-12-21,190678,0.00122,0.818,0.65,0.0,0.104,-4.328,0.148,146.015,4,1
953,Christmas Time Is Here - Vocal,299lFlaAsNQdgbIZNPmIA0,43,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],Vince Guaraldi Trio,53,1965,166386,0.978,0.388,0.145,6.86e-06,0.0997,-19.697,0.0318,75.474,3,1
954,Winter Wonderland,5VEuraNSVxMTzDTtrmL3lQ,6,Winter Wonderland,Bing Crosby,59,1998-01-01,144826,0.769,0.648,0.228,0.0,0.0983,-12.335,0.0454,125.526,4,1
955,Run Rudolph Run - Single Version,2pnPe4pJtq7689i5ydzvJJ,51,Rock 'N' Roll Rarities,Chuck Berry,68,1986-01-01,165733,0.812,0.681,0.715,9.43e-06,0.0777,-10.609,0.0912,152.132,4,1
956,Jingle Bell Rock - Daryl's Version,6pVW5LRWgeLaHudxauOTJU,46,Jingle Bell Rock,Daryl Hall & John Oates,75,1983-11-01,126360,0.613,0.666,0.841,0.0,0.113,-3.592,0.0312,128.706,4,1
957,Motorcycle Patches,7g7raxdQpiLZT7aOlib4S1,61,"Huncho Jack, Jack Huncho",Huncho Jack,64,2017-12-21,191409,0.0158,0.868,0.657,0.0,0.0995,-4.853,0.113,162.867,4,1
958,Santa Baby,2SBr3MK1sdMs8IxdRcN6qz,35,Kylie Christmas,Kylie Minogue,74,2015-11-13,201653,0.752,0.675,0.384,0.0,0.167,-7.12,0.045,86.953,4,1
959,Jingle Bells (feat. The Puppini Sisters),4qBejt9FeqLI9blHI1Nq1x,31,Christmas,Michael Bublé,78,2011-10-14,159973,0.634,0.702,0.588,0.0,0.198,-5.914,0.0563,122.945,3,1
960,Little Saint Nick - 1991 Remix,5xlS0QkVrSH7ssEbBgBzbM,46,The Beach Boys' Christmas Album,The Beach Boys,76,1964-11-09,118840,0.108,0.602,0.553,0.0,0.0512,-9.336,0.0328,130.594,4,1
961,I'll Be Home,1hy6kKvsPbv7VTcllCuATC,4,Title,Meghan Trainor,80,2015-03-04,219440,0.303,0.514,0.362,9.3e-06,0.104,-7.758,0.0263,84.767,4,1
962,Sleigh Ride,5ASM6Qjiav2xPe7gRkQMsQ,50,A Christmas Gift For You From Phil Spector,Various Artists,0,1963,181266,0.403,0.529,0.772,2.21e-06,0.316,-7.013,0.0287,91.751,4,1
963,Huncho Jack,5vuiHi3QYbwcm1OKJOYnrf,52,"Huncho Jack, Jack Huncho",Huncho Jack,64,2017-12-21,199227,0.011,0.793,0.574,0.0,0.156,-3.509,0.0435,136.982,4,1
964,Bella,1Ft13La2daEGqz5yWJC7lx,2,Bella,Wolfine,62,2017-09-29,197120,0.128,0.909,0.493,0.000147,0.127,-6.688,0.0735,94.016,4,1
965,Santa Claus Is Coming to Town,5Ber68jZ7ytegr2UISEdb7,30,Christmas,Michael Bublé,78,2011-10-14,171093,0.785,0.594,0.389,0.0,0.0313,-7.109,0.0517,122.331,4,1
966,Santa Claus Is Coming To Town,6a1hzBiTkgqTsDA0Xgfh9z,20,Merry Christmas,The Jackson 5,70,1970-01-01,143773,0.271,0.682,0.577,0.000786,0.0796,-11.309,0.0352,147.331,4,1
967,Thank God It's Christmas - Non-Album Single,05X6aMCQR09E6smUmw9qms,0,The Works (Deluxe Edition 2011 Remaster),Queen,88,1984-02-27,261626,0.214,0.296,0.421,0.0,0.232,-8.891,0.0285,83.425,5,1
968,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",6s2wpWPFPAgKg2LXxi1Oee,47,"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",Bruce Springsteen,79,1981,267600,0.362,0.357,0.668,1.37e-06,0.727,-8.444,0.0479,139.986,4,1
969,Cold December Night,4FPrAERfkPKOBKrRoyuxLu,28,Christmas,Michael Bublé,78,2011-10-14,198266,0.00722,0.517,0.702,0.0,0.0896,-6.763,0.0247,83.873,4,1
970,Mary's Boy Child / Oh My Lord,2qqZ5fOGuNvYVzgPFDLQ4l,38,Worldmusic for Christmas,Boney M.,75,2017-11-10,241426,0.278,0.781,0.718,0.0,0.202,-8.722,0.0361,112.542,4,1
971,"Merry Christmas, Happy Holidays",15coTBAzEN1bOeipoNDZAR,31,Home For Christmas,*NSYNC,71,1998-10-23,255306,0.104,0.643,0.939,0.0,0.881,-3.967,0.0463,104.999,4,1
972,Look What You Made Me Do,5troof8mcGO3AafoDbk1gc,0,reputation,Taylor Swift,98,2017-11-10,211853,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,4,1
973,Bella,4R55IUi2x7S5ek2SpebOiE,0,Bella,Wolfine,62,2017-12-29,197120,0.128,0.909,0.493,0.000147,0.127,-6.688,0.0735,94.016,4,1
974,Stay,0I20rLT2MJDhcF96AjbNYo,52,Stay +,Zedd,80,2017-12-29,210400,0.253,0.69,0.622,0.0,0.113,-5.025,0.063,102.039,4,1
975,IDGAF,76cy1WJvNGJTj78UqeA5zr,77,Dua Lipa (Deluxe),Dua Lipa,94,2017-06-02,217946,0.0403,0.836,0.544,0.0,0.0824,-5.975,0.0943,97.028,4,1
976,Rewrite The Stars,630sXRhIcfwr2e4RdNtjKN,71,Rewrite The Stars,Zac Efron,73,2017-11-17,217440,0.0716,0.684,0.619,0.0,0.122,-7.005,0.0386,125.046,4,1
977,This Is Me,2xGjteMU3E1tkEPVFBO08U,64,This Is Me,Keala Settle,70,2017-10-27,234706,0.00583,0.284,0.704,0.000115,0.0424,-7.276,0.186,191.702,4,1
978,Billie Jean,5ChkMS8OtdzJeqyybCc9R5,82,Thriller 25 Super Deluxe Edition,Michael Jackson,85,1982-11-30,293826,0.0236,0.92,0.654,0.0158,0.0359,-3.051,0.0401,117.046,4,1
979,Stir Fry,4fndbjoz1qJyK6JcLdKfzm,0,Stir Fry,Migos,83,2017-12-20,192131,0.00693,0.813,0.808,0.0,0.133,-5.541,0.286,181.993,4,1
980,The Greatest Show,43ay9lQZ5rfNcOOHhRF2cM,58,The Greatest Show,Various Artists,0,2017-10-27,302146,0.000239,0.417,0.824,0.0545,0.0725,-7.36,0.105,157.92,4,1
981,Olha a Explosão,6m2LNopVJKsvBB9l7Z1rwn,0,Olha a Explosão,MC Kevinho,69,2016-12-15,161593,0.109,0.774,0.611,0.0,0.0805,-2.883,0.134,89.995,4,1
982,Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,73,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,0,2017-12-08,207786,0.423,0.277,0.394,0.0,0.0952,-8.903,0.0336,86.777,3,1
983,Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,80,Speakerboxxx/The Love Below,Outkast,79,2003,235213,0.103,0.727,0.974,0.000532,0.174,-2.261,0.0664,79.526,4,1
984,Quiero Repetir,0MIcPSq9n2z5H8TAfEstri,66,Odisea,Ozuna,91,2017-08-25,200986,0.103,0.608,0.753,0.0,0.0996,-4.748,0.368,97.626,4,1
985,Síguelo Bailando,5Y9fnynLlIvqtM710MHzfz,68,Odisea,Ozuna,91,2017-08-25,226800,0.165,0.855,0.664,3.97e-05,0.0937,-7.11,0.0607,98.015,4,1
986,A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,73,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,0,2017-12-08,269453,0.243,0.265,0.312,0.0,0.0893,-11.689,0.0569,54.747,3,1
987,September,1mqlc0vEP9mU1kZgTi6LIQ,0,"Now, Then & Forever","Earth, Wind & Fire",77,2013-09-10,216520,0.183,0.693,0.911,0.000107,0.3,-3.691,0.0305,125.895,4,1
988,La Modelo,2m2ZGfJcs3lHWNPzhWH3XH,0,La Modelo (feat. Cardi B),Ozuna,91,2017-12-22,256551,0.213,0.822,0.743,0.0103,0.0957,-2.038,0.0451,98.005,4,1
989,The Weekend - Funk Wav Remix,0P6AWOA4LG1XOctzaVu5tt,72,The Weekend (Funk Wav Remix),SZA,87,2017-12-15,171805,0.495,0.775,0.573,0.0,0.126,-4.933,0.0585,101.925,4,1
990,Agora Vai Sentar,0pDaqgIForVNO4jrtTxcWT,50,Agora Vai Sentar,MC's Jhowzinho & Kadinho,54,2017-07-03,228922,0.189,0.814,0.653,0.0,0.0876,-0.02,0.0359,130.099,4,1
991,Déjate Llevar,3xWEI23MLJrD0dpDcDUTW6,0,Déjate Llevar,Juan Magán,74,2017-11-28,233071,0.0166,0.675,0.724,0.0,0.697,-5.503,0.0787,92.051,4,1
992,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,73,Finesse (Remix) [feat. Cardi B],Bruno Mars,93,2017-12-20,217288,0.0185,0.704,0.859,0.0,0.0215,-4.877,0.0996,105.115,4,1
993,All The Stars (with SZA),66kQ7wr4d2LwwSjr7HXcyr,58,All The Stars (with SZA),Kendrick Lamar,91,2018-01-04,235540,0.0287,0.705,0.628,0.0193,0.0863,-5.362,0.0489,96.799,4,1
994,Filthy,1L3NV7VrCiuE8C5QlhdeQL,42,Filthy,Justin Timberlake,83,2018-01-05,293946,0.0354,0.745,0.579,0.0118,0.246,-5.771,0.138,97.002,4,1
995,For You (Fifty Shades Freed) (& Rita Ora),5hM6sP0Gh1jD57drszNueC,0,"For You (Fifty Shades Freed) [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",Liam Payne,71,2018-01-05,244293,0.0188,0.483,0.799,0.0,0.226,-4.567,0.0366,112.946,4,1
996,The Other Side,2cKovq3l6OJjhVVDbVKOsr,71,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,0,2017-12-08,214373,0.00433,0.638,0.795,0.00139,0.153,-8.45,0.302,153.99,4,1
997,Come Alive,5xNUR50KxswPRAvx7S163g,67,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,0,2017-12-08,225933,0.00558,0.702,0.77,0.000802,0.211,-9.411,0.128,118.034,4,1
998,Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,68,Life of a Dark Rose,Lil Skies,77,2017-12-12,203907,0.157,0.745,0.646,0.0,0.338,-6.987,0.17,79.993,4,1
999,From Now On,3IkWmgGsXbsafrunwPojXO,70,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,0,2017-12-08,349560,0.00483,0.516,0.518,0.00895,0.585,-10.383,0.04,108.027,4,1
1000,Designer,1LXbv9jiTtdBdHadZ317Gt,45,Designer,Lil Pump,72,2018-01-09,144560,0.205,0.864,0.484,0.0,0.248,-9.159,0.344,160.052,4,1
1001,Sucker for You,4vkVvmjIiQibQ6zJnC1Q9z,45,Trouble,Matt Terry,48,2017-11-24,203813,0.218,0.874,0.649,0.0,0.337,-4.385,0.0833,95.004,4,1
1002,Tightrope,0GVuLQtPXFaL18ijEOqoAa,67,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,0,2017-12-08,234360,0.3,0.351,0.331,9.14e-06,0.0919,-10.316,0.0382,161.564,3,1
1003,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,79,Camila,Camila Cabello,89,2018-01-12,217306,0.184,0.765,0.523,3.56e-05,0.132,-4.333,0.03,104.988,4,1
1004,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,73,Camila,Camila Cabello,89,2018-01-12,226973,0.181,0.637,0.713,0.000637,0.137,-4.333,0.0747,129.923,4,1
1005,All The Stars (with SZA),12SJpYZEdj4kzWZ8FPFg4Y,0,All The Stars (with SZA),Kendrick Lamar,91,2018-01-04,235540,0.0322,0.715,0.62,0.0142,0.0881,-5.428,0.0507,96.812,4,1
1006,My My My!,2Tq2R8sRftNEqdgJK5HadO,0,My My My!,Troye Sivan,83,2018-01-11,204726,0.00433,0.699,0.479,9.58e-05,0.0435,-7.83,0.0919,102.959,4,1
1007,Real Friends,3iq9nhbI8fcnNamxMft1uv,58,Camila,Camila Cabello,89,2018-01-12,214386,0.839,0.726,0.304,0.0,0.0853,-8.677,0.131,91.97,4,1
1008,EL BAÑO (feat. Bad Bunny),2vvdTrdryjsl8DmPIMDWZU,62,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,81,2018-01-12,214520,0.259,0.71,0.888,0.0,0.0969,-3.036,0.0382,90.009,4,1
1009,She Loves Control,5HwnezK198pJCEj1l2Adjy,62,Camila,Camila Cabello,89,2018-01-12,177160,0.166,0.65,0.758,0.0,0.0889,-4.02,0.116,94.9,4,1
1010,Spotlight,6VrCmhRBFnuGKmtNfk4jDs,70,Spotlight,Marshmello,86,2018-01-12,177600,0.0145,0.546,0.822,0.0,0.742,-4.483,0.151,150.06,4,1
1011,All These Years,4XLu3tTSZiPFVC9mmuR6Zp,60,Camila,Camila Cabello,89,2018-01-12,164373,0.609,0.732,0.436,0.0,0.108,-7.409,0.117,94.852,4,1
1012,Consequences,7sTtHHrD0zDpmzQzH3zegz,67,Camila,Camila Cabello,89,2018-01-12,178466,0.889,0.455,0.292,0.0,0.106,-6.792,0.0563,84.339,5,1
1013,In the Dark,1GO9vCm5Cra5uWGSWQ5mGK,53,Camila,Camila Cabello,89,2018-01-12,219826,0.21,0.425,0.548,0.0,0.115,-6.762,0.114,175.756,4,1
1014,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,71,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,75,2018-01-12,229670,0.000813,0.645,0.705,0.0,0.128,-5.008,0.299,137.133,4,1
1015,Into It,2gxqozTaq2NYylvS8jd57G,55,Camila,Camila Cabello,89,2018-01-12,175653,0.451,0.569,0.649,0.0,0.128,-8.175,0.482,108.77,4,1
1016,Zombie,6xy6jNeNTYwjnKTDzMyHw2,0,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,76,1994-10-03,306440,0.0158,0.309,0.649,0.00595,0.367,-8.994,0.035,166.915,4,1
1017,Something's Gotta Give,7IL3UOlcJ6nmcCMwpnlfcA,61,Camila,Camila Cabello,89,2018-01-12,236360,0.367,0.545,0.458,0.0,0.118,-4.6,0.0279,79.943,4,1
1018,Inside Out,5xi2SXmF3A5AIsuGXiUIZu,51,Camila,Camila Cabello,89,2018-01-12,182560,0.43,0.737,0.697,0.000382,0.0821,-5.31,0.0895,94.101,4,1
1019,La Modelo,76DNqvSyzL9VCkhlnByqLf,0,Trap Reco 3,Lean Trap,0,2018-01-14,248035,0.236,0.822,0.743,0.0346,0.124,-2.152,0.0449,98.049,4,1
1020,Dembow,2EzRdhuoPyNJDlep7lnNf2,72,Dembow,Danny Ocean,85,2017-12-08,215082,0.0807,0.802,0.744,0.0,0.0917,-5.968,0.078,99.983,4,1
1021,Breathe,6tvQzeCPwOytDlBYCIOY0n,0,Breathe,Jax Jones,80,2017-12-01,207629,0.0234,0.722,0.744,0.000157,0.143,-5.52,0.0363,125.985,4,1
1022,Linger,1aLNpg2kKvUncflV8xE5AA,0,"Everybody Else Is Doing It, So Why Can't We? (The Complete Sessions 1991-1993)",The Cranberries,76,1993-03-01,274760,0.0841,0.438,0.428,4.63e-05,0.138,-14.861,0.0263,94.864,4,1
1023,God's Plan,2XW4DbS6NddZxRPm5rMCeY,1,Scary Hours,Drake,98,2018-01-20,198960,0.0309,0.758,0.448,8.67e-05,0.558,-9.441,0.103,77.176,4,1
1024,Sick Boy,7jqDzXJS0K0Re8uphYNit0,0,Sick Boy,The Chainsmokers,86,2018-01-17,193893,0.104,0.548,0.58,0.0,0.127,-7.524,0.121,180.066,4,1
1025,Diplomatic Immunity,5goGDc74vVREyN8al8CkPh,0,Scary Hours,Drake,98,2018-01-20,255840,0.00534,0.655,0.839,0.0,0.308,-5.076,0.443,74.867,4,1
1026,Machika,6MNGxu8MprKGkchUchkJsy,0,Machika,J Balvin,93,2018-01-19,181733,0.0524,0.615,0.833,0.0,0.171,-3.377,0.39,212.117,4,1
1027,KEKE,0zl3PdjIl320fK0pxBGWNR,46,KEKE,6ix9ine,77,2018-01-14,151914,0.0321,0.599,0.857,0.0,0.4,-5.7,0.299,187.985,4,1
1028,Cupido (feat. Quavo),0dLToDou8YHYJpQltj3Ijy,58,Rockstar,Sfera Ebbasta,80,2018-01-19,210106,0.0622,0.803,0.695,0.0,0.105,-5.164,0.0413,119.978,4,1
1029,Supplies,4Z6YruMINNspGet1gQyYlK,33,Supplies,Justin Timberlake,83,2018-01-18,225600,0.00695,0.793,0.554,0.0,0.127,-6.624,0.0451,119.993,4,1
1030,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,72,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,73,2018-01-19,210772,0.194,0.653,0.809,0.0,0.165,-4.057,0.0474,92.213,4,1
1031,Dura,2j2fIJGh4PMdXt9ULI5Tlc,0,Dura,Daddy Yankee,94,2018-01-18,200480,0.174,0.786,0.846,0.0,0.413,-3.468,0.0505,95.005,4,1
1032,Rockstar,3js3wKPw8VxBWtcXtwyUnA,57,Rockstar,Sfera Ebbasta,80,2018-01-19,195946,0.263,0.798,0.627,0.0,0.211,-6.234,0.111,149.989,4,1
1033,Mine,6tHWl8ows5JOZq9Yfaqn3M,1,Mine,Bazzi,78,2017-10-12,133994,0.014,0.716,0.805,3.1e-06,0.291,-3.839,0.0856,142.886,4,1
1034,Capital Letters,3towKHKVOXCCcL1fHv6xFO,0,"Capital Letters [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",Hailee Steinfeld,76,2018-01-12,219386,0.0342,0.672,0.82,6.67e-06,0.0921,-5.473,0.0767,100.069,4,1
1035,Sciroppo (feat. DrefGold),4VVG3HBGaqSNZqIpmewIA6,55,Rockstar,Sfera Ebbasta,80,2018-01-19,205013,0.0774,0.777,0.721,0.0,0.0801,-6.097,0.0719,161.976,4,1
1036,i Shyne,0AcHbiMs86CCgprvc7E1gs,36,i Shyne,Carnage,62,2018-01-19,153350,0.175,0.776,0.732,0.0,0.364,-3.719,0.081,144.076,4,1
1037,Barking,7amMgNDcObIDkIXv4xcvc2,0,Barking,Ramz,62,2017-12-01,202826,0.175,0.527,0.465,0.0,0.0661,-8.055,0.227,137.033,5,1
1038,Scooby Doo Papa!,6csZYoffpZ7iuSw83x2zVy,0,Trap Reco 4,Lean Trap,0,2018-01-19,143313,0.0546,0.913,0.788,0.00064,0.168,-2.889,0.263,120.934,4,1
1039,Miss You (with Major Lazer & Tory Lanez),7HdZY9UJTylIiNcSDFyUDc,56,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,62,2018-01-16,186231,0.25,0.747,0.641,0.00107,0.106,-4.502,0.0925,100.028,4,1
1040,Ricchi x Sempre,0kHTkvGavvk2MjBTSUtOZx,57,Rockstar,Sfera Ebbasta,80,2018-01-19,223786,0.196,0.599,0.734,0.0,0.187,-7.568,0.413,211.842,4,1
1041,Esperándote,1nfyE13arjOuO54HH0zmqj,60,Esperándote,Manuel Turizo,82,2017-12-07,199813,0.425,0.697,0.648,0.0,0.191,-7.123,0.128,186.125,4,1
1042,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,72,Culture II,Migos,83,2018-01-26,190288,0.00263,0.817,0.816,0.0,0.159,-5.402,0.269,181.982,4,1
1043,Narcos,0wbnC9AUenxp613TYaJsGK,71,Culture II,Migos,83,2018-01-26,255378,0.0142,0.936,0.585,0.0,0.132,-6.914,0.125,124.991,4,1
1044,The Middle,09IStsImFySgyp0pIQdqAc,79,The Middle,Zedd,80,2018-01-23,184732,0.171,0.753,0.657,0.0,0.112,-3.061,0.0449,107.01,4,1
1045,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,74,Culture II,Migos,83,2018-01-26,276147,0.0876,0.907,0.633,2.6e-06,0.106,-5.145,0.184,145.914,4,1
1046,MotorSport,4wFjTWCunQFKtukqrNijEt,71,Culture II,Migos,83,2018-01-26,303076,0.0305,0.904,0.518,0.0,0.325,-5.32,0.183,137.996,4,1
1047,Say Something (feat. Chris Stapleton),09ts3GnICqYEU5PkQCpJK3,53,Say Something (feat. Chris Stapleton),Justin Timberlake,83,2018-01-25,278893,0.103,0.707,0.632,1.09e-05,0.0841,-7.031,0.0789,97.04,4,1
1048,BBO (Bad Bitches Only),4BHzHISX21PYwGXiBEUQ70,60,Culture II,Migos,83,2018-01-26,251858,0.0413,0.808,0.771,1.29e-06,0.18,-5.719,0.0645,161.94,4,1
