,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Is hit
4134,What Other People Say,2h9TDNEXRhcDIV3fsoEVq9,72,What Other People Say,Sam Fischer,72,2021-02-04,194890,0.158,0.652,0.472,0.0,0.121,-8.084,0.0399,126.904,4,1
4135,What’s Next,3aQem4jVGdhtg116TmJnHz,75,Scary Hours 2,Drake,98,2021-03-05,178153,0.0136,0.781,0.594,0.0,0.162,-6.959,0.0485,129.895,4,1
4136,Leave The Door Open,7MAibcTli4IisCtbHKrGMh,67,Leave The Door Open,Bruno Mars,93,2021-03-05,242096,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,4,1
4137,Wants and Needs (feat. Lil Baby),65OVbaJR5O1RmwOQx0875b,82,Scary Hours 2,Drake,98,2021-03-05,192956,0.0618,0.578,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4,1
4138,Hold On,4u4NyuceXP7Uzh7XFJKCr1,76,Hold On,Justin Bieber,96,2021-03-05,170813,0.0106,0.658,0.634,0.0,0.132,-5.797,0.0413,139.98,4,1
4139,Lemon Pepper Freestyle (feat. Rick Ross),4FRW5Nza1Ym91BGV4nFWXI,70,Scary Hours 2,Drake,98,2021-03-05,383036,0.103,0.77,0.637,0.0,0.171,-5.53,0.345,94.966,4,1
4140,Selfish Love (with Selena Gomez),3XoflnowYPFRPOh3uFvHcm,64,Selfish Love (with Selena Gomez),DJ Snake,82,2021-03-04,168648,0.0206,0.723,0.646,0.352,0.0994,-7.973,0.102,110.971,4,1
4141,Machu Picchu,6RV9pRLIQiXm3qTGeyQluf,64,Mis Manos,Camilo,85,2021-03-04,179004,0.397,0.788,0.789,0.0,0.226,-2.39,0.124,167.897,4,1
4142,Además de Mí - Remix,7I8L3vYCLThw2FDrE6LuzE,71,Además de Mí (Remix),Rusherking,76,2021-03-04,330040,0.0396,0.397,0.613,0.0,0.192,-5.077,0.0549,78.4,4,1
4143,Ropa Cara,2zY1iTaEgs8ROkkWtWLe7l,59,Mis Manos,Camilo,85,2021-03-04,162229,0.124,0.813,0.549,0.000708,0.0987,-3.691,0.0991,169.947,4,1
4144,BEBÉ,3Zf4GutWZ7Hv3wsVQsSQPs,67,Mis Manos,Camilo,85,2021-03-04,197284,0.476,0.862,0.72,0.0,0.0543,-4.155,0.0361,129.993,4,1
4145,Vida de Rico,4nTduFjaTmGysc9WKNuCcs,69,Mis Manos,Camilo,85,2021-03-04,184721,0.18,0.808,0.497,0.0,0.0642,-4.008,0.0453,87.987,4,1
4146,ZITTI E BUONI,1lWWoec2z1j88GRblI5anV,64,ZITTI E BUONI,Måneskin,82,2021-03-03,192654,0.0014,0.62,0.944,0.0,0.733,-3.082,0.0863,103.024,4,1
4147,Beautiful Mistakes (feat. Megan Thee Stallion),6fRxMU4LWwyaSSowV441IU,33,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,90,2021-03-03,227395,0.0377,0.713,0.676,0.0,0.154,-5.483,0.027,99.048,4,1
4148,VOCE,1eIS75JS5rfbJpSu6ZC9EO,54,VOCE,Madame,73,2021-03-03,211410,0.105,0.615,0.834,0.0,0.157,-5.471,0.0667,112.602,4,1
4149,Life's A Mess II (with Clever & Post Malone),4O3RwH1TFG1EjPezLIYehI,69,Life’s A Mess II (with Clever & Post Malone),Juice WRLD,95,2021-03-05,206733,0.806,0.53,0.37,0.0,0.112,-9.989,0.0279,140.061,4,1
4150,CHIAMAMI PER NOME,0ZqHo6eTBHUcOVjZzPvftT,59,CHIAMAMI PER NOME,Francesca Michielin,61,2021-03-03,222666,0.289,0.641,0.636,0.0,0.125,-4.318,0.0414,89.826,4,1
4151,Mona Lisa,5LYRIyhmlrDAQsYdHEvP0f,64,ULTRA,Booba,73,2021-03-04,187362,0.683,0.784,0.529,0.0,0.118,-7.681,0.0742,134.041,4,1
4152,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,81,The Papercut Chronicles II,Gym Class Heroes,74,2011-11-11,210960,0.0319,0.646,0.795,0.0,0.267,-3.293,0.0976,89.99,4,1
4153,Real As It Gets (feat. EST Gee),7eX3um6NpOQKWJMGCi97XD,69,Real As It Gets (feat. EST Gee),Lil Baby,93,2021-03-04,192804,0.00471,0.779,0.705,0.0,0.0971,-5.891,0.163,140.005,4,1
4154,PROBLEMA,2dl5K2ScW7jYhAhuem06cm,68,PROBLEMA,Daddy Yankee,94,2021-02-26,184506,0.0613,0.773,0.8,0.00403,0.0327,-3.17,0.0987,89.988,4,1
4155,Devil Eyes,7MiZjKawmXTsTNePyTfPyL,77,Providence,Hippie Sabotage,74,2016-02-05,131271,0.702,0.391,0.396,0.405,0.315,-8.621,0.189,99.112,5,1
4156,On The Ground,2pn8dNVSpYnAtlKFC8Q0DJ,69,R,ROSÉ,68,2021-03-12,168085,0.0174,0.311,0.607,0.0,0.131,-6.578,0.11,188.7,4,1
4157,Baila Conmigo (with Rauw Alejandro),079Ey5uxL04AKPQgVQwx5h,76,Revelación - EP,Selena Gomez,86,2021-03-12,186087,0.0215,0.823,0.544,0.00315,0.0966,-7.132,0.0715,149.903,4,1
4158,Gone,2dHoVW9AxJVSRebPRyV2aA,68,R,ROSÉ,68,2021-03-12,207163,0.594,0.647,0.377,0.0,0.0768,-6.003,0.0375,79.936,4,1
4159,SugarCrash!,2ePtv8MlBO9nuuXABqAfEX,75,SugarCrash!,ElyOtto,64,2020-08-25,80080,0.524,0.748,0.734,1.15e-05,0.0975,-6.499,0.124,97.753,4,1
4160,Batom de Cereja - Ao Vivo,2MZQAvsA7aZDssppBLRxYp,70,"Aqui e Agora, Vol.1 (Ao Vivo)",Israel & Rodolffo,75,2021-01-29,140942,0.556,0.606,0.908,0.0,0.19,-6.201,0.0565,171.966,4,1
4161,Follow You,7FdUvDkaE24o3FPIWTvzv2,72,Follow You / Cutthroat,Imagine Dragons,93,2021-03-12,175643,0.00209,0.542,0.732,7.92e-05,0.496,-5.956,0.0521,124.912,4,1
4162,Cupid's Chokehold / Breakfast in America,2Lhdl74nwwVGOE2Gv35QuK,76,The Papercut Chronicles,Gym Class Heroes,74,2005-02-22,243773,0.237,0.72,0.744,0.0,0.255,-6.938,0.12,78.953,4,1
4163,Dámelo To’ (feat. Myke Towers),36CiGk9oRdwTnBDMgKEfjl,55,Revelación - EP,Selena Gomez,86,2021-03-12,184134,0.101,0.787,0.641,0.00534,0.07,-7.376,0.315,182.003,4,1
4164,Patience (feat. YUNGBLUD & Polo G),5J5CpT6bgE6KYKk23jgp9W,60,Patience (feat. YUNGBLUD & Polo G),KSI,73,2021-03-12,181720,0.00251,0.616,0.741,0.0,0.307,-4.272,0.0426,122.012,4,1
4165,"L-Gante: Bzrp Music Sessions, Vol.38",1Crj1zkRMpsEjb9NOR6Zof,74,"L-Gante: Bzrp Music Sessions, Vol. 38",Bizarrap,86,2021-03-10,192347,0.368,0.553,0.819,1.36e-05,0.0915,-3.083,0.257,87.913,4,1
4166,Travesuras - Remix,0VWLId2RwPCno9s1cJm2Vy,72,Travesuras (Remix),Nio Garcia,81,2021-03-11,324426,0.0513,0.739,0.788,0.0,0.282,-5.198,0.0731,175.996,4,1
4167,DAYWALKER! (feat. CORPSE),2NnJpRXIlx35Vij3bPZO0h,70,DAYWALKER! (feat. CORPSE),Machine Gun Kelly,89,2021-03-12,137746,0.00558,0.632,0.922,1.81e-05,0.0927,-2.173,0.0794,88.972,4,1
4168,BED,0siYMEsGrzzzlWLXK5zJfS,78,BED,Joel Corry,82,2021-02-26,178087,0.0142,0.671,0.782,0.00221,0.333,-4.593,0.0341,123.989,4,1
4169,Coração Na Cama - Ao Vivo,2nZj5YymF54qhAu7RneVP6,65,"No Pelo 3, Pt. 1 (Ao Vivo)",Hugo & Guilherme,79,2020-11-13,173226,0.663,0.764,0.794,0.0,0.34,-4.096,0.0589,110.013,4,1
4170,To the Bone,3pCt2wRdBDa2kCisIdHWgF,77,Flying Solo,Pamungkas,72,2019-06-14,344571,0.514,0.668,0.727,1.9e-05,0.1,-6.55,0.027,139.991,4,1
4171,LOST,2MZrOmrVxRmmOoFW6dhenG,62,LOST,NF,84,2021-03-11,234852,0.352,0.637,0.912,0.0,0.0657,-3.123,0.308,116.919,4,1
4172,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,86,Justice,Justin Bieber,96,2021-03-19,198081,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,4,1
4173,Hold On,1nahzW3kfMuwReTka28tH5,77,Justice,Justin Bieber,96,2021-03-19,170813,0.0104,0.658,0.634,0.0,0.12,-6.068,0.0431,140.002,4,1
4174,As I Am (feat. Khalid),6F2r4HgpJnvKDmkN6JEN6J,70,Justice,Justin Bieber,96,2021-03-19,174406,0.127,0.595,0.543,0.0,0.0975,-8.149,0.038,99.928,4,1
4175,Anyone,2WnAKZefdRHxtBEkRjFOHC,74,Justice,Justin Bieber,96,2021-03-19,190779,0.185,0.685,0.521,3.59e-06,0.111,-8.285,0.0345,115.885,4,1
4176,Holy (feat. Chance The Rapper),6Xgq7MvZiet0hVi3KaDSgJ,70,Justice,Justin Bieber,96,2021-03-19,212093,0.2,0.67,0.693,0.0,0.0909,-8.34,0.35,87.017,4,1
4177,Lonely (with benny blanco),3S8jK1mGzQi24ilFb45DAZ,72,Justice,Justin Bieber,96,2021-03-19,149189,0.9,0.619,0.241,0.0,0.116,-7.102,0.046,79.461,4,1
4178,Unstable (feat. The Kid LAROI),137mSruegm1u6x9NvwiagR,71,Justice,Justin Bieber,96,2021-03-19,158324,0.737,0.495,0.333,0.0,0.112,-10.109,0.0288,99.757,4,1
4179,Off My Face,3T03rPwlL8NVk1yIaxeD8U,76,Justice,Justin Bieber,96,2021-03-19,156467,0.92,0.509,0.228,0.0,0.104,-8.68,0.0332,90.674,4,1
4180,2 Much,0oaY19dUwZimIgzn3ZZLZO,70,Justice,Justin Bieber,96,2021-03-19,152796,0.593,0.583,0.444,0.0,0.353,-8.601,0.0456,119.59,4,1
4181,Deserve You,5NU40QTlXrDUJzDBdv79bg,69,Justice,Justin Bieber,96,2021-03-19,187238,0.0314,0.677,0.633,0.0,0.112,-7.831,0.0771,89.934,4,1
4182,Ghost,6I3mqTwhRpn34SLVafSH7G,89,Justice,Justin Bieber,96,2021-03-19,153190,0.185,0.601,0.741,2.91e-05,0.415,-5.569,0.0478,153.96,4,1
4183,Die For You (feat. Dominic Fike),7aely3H8kMj9o0gt6vXHE1,67,Justice,Justin Bieber,96,2021-03-19,198425,0.00196,0.728,0.629,1.94e-06,0.0847,-6.629,0.0318,135.031,4,1
4184,Love You Different (feat. BEAM),27UcQ6dAvQrgH9C880rCM3,64,Justice,Justin Bieber,96,2021-03-19,186695,0.0652,0.759,0.584,1.59e-06,0.16,-6.655,0.06,127.138,4,1
4185,Loved By You (feat. Burna Boy),2tB9OFgAHjAds3cqquLlvp,67,Justice,Justin Bieber,96,2021-03-19,159250,0.0696,0.79,0.724,2.33e-06,0.113,-6.972,0.0852,101.04,4,1
4186,Somebody,3buwFfY33H32wfZ6X9poV3,66,Justice,Justin Bieber,96,2021-03-19,179414,0.000284,0.551,0.756,9.48e-05,0.118,-7.679,0.045,75.991,4,1
4187,Headshot (feat. Polo G & Fivio Foreign),6cQ08IpBxxfGcSKxqE3NmB,3,Headshot,Lil Tjay,87,2021-03-19,144349,0.0758,0.809,0.638,0.0,0.15,-7.268,0.257,117.982,4,1
4188,Tu Veneno,5KFHrrBMyGj5MhVbZMM3ts,61,Tu Veneno,J Balvin,93,2021-03-19,157320,0.0625,0.664,0.659,0.00024,0.0874,-4.232,0.0873,175.826,4,1
4189,White Dress,4Hl9rOqYomojCmxYfr25im,61,Chemtrails Over The Country Club,Lana Del Rey,89,2021-03-19,333710,0.926,0.493,0.263,0.0,0.0879,-12.805,0.0351,122.792,4,1
4190,Chemtrails Over The Country Club,7bPWdJgx8vek7S5i5yAtvG,69,Chemtrails Over The Country Club,Lana Del Rey,89,2021-03-19,271176,0.877,0.334,0.276,0.000249,0.113,-13.125,0.0643,201.025,3,1
4191,Talking to the Moon,161DnLWsx1i3u1JT05lzqU,81,Doo-Wops & Hooligans,Bruno Mars,93,2010-10-05,217866,0.511,0.498,0.59,0.0,0.107,-4.721,0.032,145.867,4,1
4192,Payphone,1XGmzt0PVuFgQYYnV2It7A,82,Overexposed Track By Track,Maroon 5,90,2012-01-01,231173,0.0188,0.743,0.752,0.0,0.287,-4.813,0.0414,110.015,4,1
4193,MONTERO (Call Me By Your Name),3BZEcbdtXQSo7OrvKRJ6mb,6,MONTERO (Call Me By Your Name),Lil Nas X,89,2021-03-26,137875,0.297,0.61,0.508,0.0,0.384,-6.682,0.152,178.818,4,1
4194,Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,84,El Dorado,24kGoldn,81,2021-03-26,140533,0.174,0.701,0.716,0.0,0.324,-3.671,0.0361,91.007,4,1
4195,BICHOTA,1WvrDdouh6C51In1SdATbq,70,KG0516,KAROL G,91,2021-03-26,178693,0.204,0.864,0.658,0.000626,0.105,-4.105,0.154,163.922,4,1
4196,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),5pcjystBtalYeqaiXCcgEY,59,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Taylor Swift,98,2021-03-26,220839,0.818,0.589,0.496,0.0,0.101,-7.606,0.0377,142.731,4,1
4197,LOCATION,478g4LSkyMB1PMkVOVmIaE,63,KG0516,KAROL G,91,2021-03-26,263013,0.0487,0.771,0.765,0.0,0.313,-3.887,0.0508,115.984,4,1
4198,EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,79,KG0516,KAROL G,91,2021-03-26,209160,0.256,0.635,0.706,0.0,0.108,-3.224,0.125,88.863,4,1
4199,Richer (feat. Polo G),7HsjuVBM93Z2RoxjpWLgTT,1,SoulFly,Rod Wave,81,2021-03-26,190458,0.438,0.726,0.411,0.0,0.087,-12.929,0.0671,137.905,3,1
4200,Cloud 9,6vFsBXYczYsP0H3lgunZOm,77,Honeymoon,Beach Bunny,74,2020-02-14,147350,0.00167,0.637,0.929,2.62e-05,0.344,-3.593,0.0491,80.974,4,1
4201,Runaway,1v1oIWf2Xgh54kIWuKsDf6,78,All My Demons Greeting Me As A Friend (Deluxe),AURORA,77,2016-03-11,248826,0.629,0.422,0.302,7.83e-05,0.104,-9.214,0.0372,114.089,4,1
4202,Wasted Love (feat. Lagique),2pPO9YecZimmuVQfIzfV6U,76,Wasted Love (feat. Lagique),Ofenbach,77,2021-01-08,139563,0.0821,0.734,0.855,4.73e-06,0.0901,-4.578,0.135,121.955,4,1
4203,Disco Arranhado - Funk Remix,2Gjt4rUHBUH0rMKpBg0hF4,66,Disco Arranhado (Funk Remix),Malu,55,2021-01-22,125557,0.551,0.747,0.725,0.0,0.0626,-2.564,0.363,129.96,4,1
4204,Cover Me In Sunshine,6Tio0ZoDeSQnI7EBAqWer2,75,Cover Me In Sunshine,P!nk,84,2021-02-12,141050,0.0599,0.476,0.594,0.0,0.0785,-6.879,0.135,159.702,4,1
4205,Tusa,0dKg2vGC1hFqcK5LGTaKzX,71,KG0516,KAROL G,91,2021-03-26,201920,0.309,0.799,0.701,7.36e-05,0.0514,-3.272,0.282,100.946,4,1
4206,Girls Like Us,5SFXOMJJ334Wn2PwBHeRZN,69,Girls Like Us,Zoe Wees,72,2021-01-12,189000,0.288,0.444,0.648,0.0,0.059,-4.955,0.0476,125.706,5,1
4207,Explícito,6qraVL4IJaIj0IuEexYJNa,71,Para Mi Ex,Myke Towers,90,2020-12-15,195066,0.348,0.828,0.83,1.6e-05,0.0613,-3.371,0.047,95.007,4,1
4208,deja vu,61KpQadow081I2AsbeLcsb,22,deja vu,Olivia Rodrigo,91,2021-04-01,215507,0.593,0.439,0.61,1.07e-05,0.341,-7.236,0.116,181.088,4,1
4209,Calling My Phone,3J8EOeKLTLXORtWPpOU5bE,80,Destined 2 Win,Lil Tjay,87,2021-04-02,205458,0.451,0.907,0.393,1.35e-06,0.135,-7.636,0.0539,104.949,4,1
4210,Film out,3UHPGOkUcE4hE7sqBF4Snt,73,Film out,BTS,96,2021-04-01,214620,0.296,0.499,0.709,0.0,0.331,-6.404,0.134,164.032,4,1
4211,Met Him Last Night (feat. Ariana Grande),4yyX2Iu4xJjW9xMvBZKSBi,60,Dancing With The Devil…The Art of Starting Over (Expanded Edition),Demi Lovato,85,2021-04-01,204631,0.22,0.538,0.512,0.0,0.101,-4.548,0.0262,144.978,4,1
4212,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv,77,Destined 2 Win,Lil Tjay,87,2021-04-02,144349,0.0802,0.808,0.639,0.0,0.15,-7.266,0.279,118.0,4,1
4213,Run It Up (feat. Offset & Moneybagg Yo),1dg3qy5DjoJodawfOCgrTP,78,Destined 2 Win,Lil Tjay,87,2021-04-02,232048,0.415,0.88,0.575,0.0,0.109,-6.091,0.163,120.031,4,1
4214,Slumber Party (feat. Princess Nokia),11ZulcYY4lowvcQm4oe3VJ,76,DEMIDEVIL,Ashnikko,75,2021-01-15,178404,0.00151,0.964,0.398,3.95e-05,0.101,-8.981,0.0795,105.012,4,1
4215,Dancing With The Devil,0VQ3GSPdl4njPOr3lyaoaD,52,Dancing With The Devil…The Art of Starting Over (Expanded Edition),Demi Lovato,85,2021-04-01,243992,0.273,0.413,0.64,0.0,0.11,-5.811,0.0427,75.245,4,1
4216,WACHA,5RmSunLqeDqNWww8LWhAiK,63,WACHA,KHEA,80,2021-04-01,206360,0.345,0.737,0.634,0.0,0.111,-4.25,0.0424,94.927,4,1
4217,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),7l2tmgUhV7Y2aJHjiszifg,68,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,98,2021-04-07,277591,0.167,0.661,0.819,0.0,0.0647,-6.269,0.0519,135.937,4,1
4218,Esquema Preferido (feat. Tarcísio do Acordeon),7cgF1aSGBXWlTgNbon3g2p,0,Esquema Preferido (feat. Tarcísio do Acordeon),DJ Ivis,57,2020-11-26,190680,0.242,0.676,0.823,0.0,0.0773,-4.386,0.102,160.013,4,1
4219,Bubblegum Bitch,1yOL7ZiXGx5ULeLoktAUAg,53,Electra Heart,MARINA,80,2012-04-27,154666,0.000219,0.495,0.856,0.0,0.103,-5.123,0.0311,158.024,4,1
4220,MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,80,MONTERO (Call Me By Your Name),Lil Nas X,89,2021-03-31,137875,0.297,0.61,0.508,0.0,0.384,-6.682,0.152,178.818,4,1
4221,RAPSTAR,43PGPuHIlVOc04jrZVh9L6,77,RAPSTAR,Polo G,90,2021-04-09,165925,0.41,0.789,0.536,0.0,0.129,-6.862,0.242,81.039,4,1
4222,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,83,Kiss Me More (feat. SZA),Doja Cat,94,2021-04-09,208866,0.235,0.762,0.701,0.000158,0.123,-3.541,0.0286,110.968,4,1
4223,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),2CYVETnhM9aytqrazYYwrK,67,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,277591,0.162,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,4,1
4224,911,2p2Q23iaaPSEa1tI6TsCVX,63,42,Sech,89,2021-04-15,215891,0.076,0.795,0.655,1.76e-06,0.296,-3.815,0.0422,93.029,4,1
4225,Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,72,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,235766,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.031,119.054,4,1
4226,You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,75,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,231124,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,4,1
4227,Shy Away,2z0IupRlVRlDN5r2IVqHyN,2,Shy Away,Twenty One Pilots,85,2021-04-07,175044,0.000818,0.588,0.856,0.0739,0.238,-5.242,0.0316,96.966,4,1
4228,Fearless (Taylor’s Version),77sMIMlNaSURUAXq5coCxE,67,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,241591,0.0122,0.569,0.741,0.0,0.333,-4.963,0.0282,100.118,4,1
4229,Otra Noche Sin Ti,2CdTLdDjwZdVcm0bresVWx,68,Otra Noche Sin Ti,J Balvin,93,2021-04-09,228920,0.0751,0.503,0.548,0.000234,0.145,-7.564,0.164,94.036,4,1
4230,X Gon' Give It To Ya,1zzxoZVylsna2BQB65Ppcb,69,The Definition of X: Pick Of The Litter,DMX,75,2007-06-12,217586,0.0135,0.761,0.899,0.0,0.0719,-3.09,0.183,95.027,4,1
4231,Fifteen (Taylor’s Version),2nqio0SfWg6gh2eCtfuMa5,64,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,294419,0.116,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,4,1
4232,AM,2dNhNlpZAtV4lwAFW45LIv,73,AM,Nio Garcia,81,2021-01-28,182496,0.399,0.83,0.517,8.95e-05,0.0916,-6.416,0.333,171.959,4,1
4233,The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,74,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,243136,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,4,1
4234,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),4CHpVfAhuxNJ3ibExe6kxO,60,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,220839,0.816,0.599,0.494,0.0,0.101,-7.61,0.0372,142.893,4,1
4235,Hey Stephen (Taylor’s Version),550erGcdD9n6PnwxrvYqZT,63,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,254254,0.106,0.788,0.571,0.0,0.0934,-6.135,0.0296,115.99,4,1
4236,White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,64,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,234515,0.369,0.423,0.517,0.0,0.177,-7.377,0.0486,185.262,4,1
4237,Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,65,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,225328,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,4,1
4238,Another Love,7jtQIBanIiJOMS6RyCx6jZ,54,Long Way Down,Tom Odell,79,2013-06-17,244360,0.717,0.442,0.538,2.95e-05,0.09,-8.55,0.0451,122.758,4,1
4239,Breathe (feat. Colbie Caillat) (Taylor’s Version),7HC7R2D8WjXVcUHJyEGjRs,61,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,263377,0.156,0.506,0.626,0.0,0.228,-6.066,0.0287,148.035,4,1
4240,La Nota,5VzNsUnLmYcRfRfxpQsusa,67,Dopamina,Manuel Turizo,82,2021-04-09,216107,0.18,0.736,0.632,0.0,0.349,-4.939,0.0648,92.03,4,1
4241,Ruff Ryders' Anthem,1BKT2I9x4RGKaKqW4up34s,69,It's Dark And Hell Is Hot,DMX,75,1998-05-01,214440,0.0564,0.88,0.577,1.02e-06,0.201,-8.093,0.302,90.991,4,1
4242,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),7eResoqEJJAVTkQYSqvO3P,63,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,189495,0.225,0.588,0.608,0.0,0.092,-7.062,0.0365,90.201,4,1
4243,Tell Me Why (Taylor’s Version),0k0vFacOHNuArLWMiH60p7,60,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,200575,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,100.023,4,1
4244,You’re Not Sorry (Taylor’s Version),6iiAfo4wTA2CVC3Uwx9uh8,62,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,261842,0.0538,0.506,0.444,0.0,0.123,-4.99,0.0285,133.873,4,1
4245,Don’t You (Taylor’s Version) (From The Vault),4uuEGH5SVuzkkSFjo2DEiY,62,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,208608,0.514,0.563,0.473,1.2e-05,0.109,-11.548,0.0503,101.934,4,1
4246,We Were Happy (Taylor’s Version) (From The Vault),34V9RiEPe8MNdU32qJsJa1,61,Fearless (Taylor's Version),Taylor Swift,98,2021-04-09,244236,0.849,0.609,0.373,0.0,0.0779,-8.819,0.0263,106.007,4,1
4247,Dark Red,37y7iDayfwm3WXn5BiAoRk,86,Dark Red,Steve Lacy,81,2017-02-20,173104,0.449,0.603,0.783,7.96e-06,0.119,-4.023,0.062,172.041,4,0
4248,20 Min,0uxSUdBrJy9Un0EYoBowng,82,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,90,2017-11-17,220586,0.109,0.773,0.75,0.0,0.174,-4.009,0.117,123.426,4,0
4249,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,79,If I Know Me,Morgan Wallen,88,2018-04-27,234346,0.369,0.614,0.68,1.84e-06,0.115,-4.58,0.0289,149.959,4,0
4250,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,89,Safe Haven,Ruth B.,80,2017-05-05,233720,0.0157,0.609,0.692,0.0,0.0864,-2.958,0.0259,116.959,3,0
4251,Softcore,2K7xn816oNHJZ0aVqdQsha,87,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,89,2018-11-02,206280,0.0484,0.575,0.568,0.000417,0.286,-5.509,0.03,93.986,4,0
4252,Infinity,1SOClUWhOi8vHZYMz3GluK,89,Feel Something,Jaymes Young,80,2017-06-23,237720,0.148,0.671,0.673,5.29e-05,0.304,-6.941,0.0444,121.963,4,0
4253,Washing Machine Heart,3jjsRKEsF42ccXf8kWR3nu,82,Be the Cowboy,Mitski,85,2018-08-17,128198,0.0092,0.613,0.822,0.506,0.429,-4.087,0.026,105.997,4,0
4254,Chasin' You,5MwynWK9s4hlyKHqhkNn4A,76,If I Know Me,Morgan Wallen,88,2018-04-27,205453,0.657,0.631,0.591,0.0,0.11,-5.785,0.0277,97.074,4,0
4255,we fell in love in october,1BYZxKSf0aTxp8ZFoeyM3d,82,we fell in love in october / forget her,girl in red,81,2018-11-21,184153,0.113,0.566,0.366,0.181,0.155,-12.808,0.028,129.959,4,0
4256,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,76,This One's for You Too (Deluxe Edition),Luke Combs,84,2018-06-01,193200,0.676,0.551,0.402,0.0,0.0928,-7.431,0.0262,103.313,4,0
4257,For the First Time,2R4AlwtrrkMaRKojcTIzmL,78,This Old Dog,Mac DeMarco,82,2017-05-05,182306,0.296,0.551,0.529,0.0093,0.178,-10.469,0.0517,75.515,4,0
4258,EA (feat. 21 Savage),68MTDH8Kk4jBEV1ah0n89s,79,SlimeBall 2,Young Nudy,76,2017-08-11,227175,0.261,0.451,0.876,0.0,0.098,-5.205,0.414,87.306,5,0
4259,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,81,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,89,2018-11-02,153000,0.186,0.551,0.881,0.0791,0.152,-6.099,0.0542,88.036,4,0
4260,Love Is Only a Feeling,7umZiitjVsEjMQ6HNddpUI,77,Love Is Only a Feeling,Joey Bada$$,77,2017-07-06,152041,0.53,0.629,0.676,0.000325,0.701,-7.088,0.191,90.377,4,0
4261,Feathered Indians,2tgQaL85WoRfgEa4hFQgrE,74,Purgatory,Tyler Childers,77,2017-08-04,224946,0.75,0.536,0.574,0.00277,0.105,-6.705,0.0254,87.194,4,0
